Model Details
Model: NeoHookean, Initial Guess: 1, Bounds: unbounded, RMSE: 1.151, BIC: 68.234
Model: Ogden1, Initial Guess: 1,1, Bounds: unbounded, RMSE: 0.465, BIC: -331.937
Model: Ogden3, Initial Guess: 1,1,1,1,1,1, Bounds: unbounded, RMSE: 0.137, BIC: -858.665

Predictions
x,y_original,NeoHookean_ypred,Ogden1_ypred,Ogden3_ypred
1.04418594,0.276087963,1.3835543439012612,0.5605091985592694,0.1422264624381614
1.044944497,0.276087963,1.407336049469955,0.5739050045105343,0.15055721211251172
1.045797874,0.276921296,1.4340922540875536,0.589176419239594,0.16027912386897103
1.046556431,0.279421296,1.4578771389204987,0.6029324791637359,0.16923839417723407
1.047409807,0.282337963,1.4846369468646379,0.6186153907806211,0.17968271585187245
1.04911656,0.288171296,1.538162539506781,0.6506537958137674,0.201765628782678
1.049969937,0.294421296,1.564928388632876,0.6670165640388441,0.21342224346857863
1.050633674,0.29400463,1.5857476781368507,0.6799047154083477,0.2227800086837043
1.051487051,0.30150463,1.6125172249561657,0.696686036395986,0.23519393628043872
1.052150788,0.308587963,1.6333394296708013,0.7099043784480775,0.24515228340259898
1.052814525,0.295671296,1.6541629343798288,0.7232701451985084,0.25538076487207484
1.053573082,0.288587963,1.6779628498829642,0.738728189418627,0.26740709823652753
1.054426459,0.30025463,1.7047398471017903,0.7563549738858422,0.28137418130353564
1.055374655,0.32275463,1.7344946659122304,0.7762386303295924,0.2974480572867977
1.056228031,0.340671296,1.7612763832055947,0.7944068701920313,0.3124249850605667
1.056986588,0.352337963,1.7850843009902662,0.8107769699589916,0.32615235781947294
1.057745145,0.357337963,1.8088940575346422,0.8273576878022796,0.3402774426120254
1.058503702,0.347337963,1.8327056746929604,0.8441519890770236,0.3548075756331903
1.059357079,0.351087963,1.8594960069148836,0.8633046252091433,0.371647374356763
1.060020816,0.363587963,1.880334577955549,0.8783933889379738,0.3851127109743939
1.060779373,0.37650463,1.9041519074561886,0.8958466051886707,0.40090276029308947
1.061632749,0.379837963,1.9309487123515998,0.9157515405801221,0.4191870613241033
1.062675765,0.38275463,1.9637037825203625,0.9404745073835413,0.4422984636697882
1.063529142,0.357337963,1.9905062055557674,0.9610307747091628,0.4618460421544195
1.064382518,0.391087963,2.0173111603363125,0.9818875353316342,0.4819800373460663
1.065330714,0.42650463,2.047097500467299,1.0054199047580619,0.5050526928203212
1.066184091,0.469837963,2.0739079973235306,1.0269266380804005,0.526461950835819
1.067037467,0.459421296,2.100721120027869,1.048748710156614,0.5484930509945878
1.067985663,0.49900463,2.130516645646616,1.0733713141219718,0.5737154729041896
1.06893386,0.561921296,2.1603155614523635,1.0983961818372967,0.5997358889750508
1.069692416,0.609421296,2.18415708963325,1.1187103053208505,0.6211375006313602
1.070545793,0.58650463,2.2109814827679117,1.141881242558326,0.6458473709197876
1.07130435,0.626921296,2.234827735275074,1.1627638928125588,0.668383551190699
1.072157726,0.674421296,2.2616574293109535,1.186583701684761,0.6943908558790748
1.073200742,0.673587963,2.2944532000739044,1.216174323937798,0.7271348938630484
1.074054119,0.59775463,2.3212893335136853,1.2407819890498253,0.7547229441506498
1.075002315,0.52650463,2.351110677227746,1.268550201182526,0.7862336225632292
1.076045331,0.575671296,2.3839183947670706,1.2996224914371015,0.8219565946285603
1.076898707,0.610671296,2.410764379431449,1.3254630971192127,0.8520260920580398
1.077752084,0.634421296,2.4376134232734157,1.351685979400017,0.8828658789820407
1.07870028,0.708587963,2.467449259376643,1.3812779186898176,0.918050097460259
1.079648476,0.783171296,2.497288908521671,1.4113571174193273,0.9542160978750078
1.080501852,0.771921296,2.524147872827495,1.4388518143147895,0.9876182246445309
1.081355229,0.831087963,2.551010017619241,1.46675402263971,1.0218403512698049
1.082303425,0.917337963,2.5808605521145487,1.4982418993971214,1.060840663163042
1.083251621,0.944421296,2.6107150483999537,1.5302491084984848,1.1008832722368713
1.084010178,0.959421296,2.634601530304218,1.5562346809216794,1.1336782615528538
1.084768735,1.033587963,2.6584905924115043,1.5825627717117412,1.1671581084415292
1.085622112,1.099837963,2.685368907839208,1.6125970342589098,1.205651212979634
1.086475488,1.079421296,2.712250510384436,1.643077221721363,1.2450317050205642
1.087328865,1.14400463,2.7391354910052206,1.674010133742511,1.2853103379061195
1.087992602,1.225671296,2.7600483420087056,1.698386374229827,1.3172657290188106
1.088751159,1.217337963,2.7839512730213585,1.7265894951636385,1.3544653619323412
1.089794175,1.261921296,2.8168222241943393,1.7659775636885304,1.4068101449918058
1.090647551,1.343587963,2.843720451891338,1.7987366074396474,1.4506782705653096
1.091595747,1.39775463,2.87361147057933,1.8357069864444817,1.5005313039320551
1.092638763,1.38900463,2.906496613738173,1.877080726125752,1.5567342324506557
1.09349214,1.456087963,2.9334065862080605,1.9114915022262786,1.603792380768593
1.094155877,1.538587963,2.9543390127073588,1.9386087588611105,1.6410670057682752
1.094819614,1.563171296,2.9752736135267055,1.9660391190082134,1.67893529028815
1.095578171,1.581087963,2.9992015639166336,1.9977761642662009,1.7229447517845138
1.096526367,1.654421296,3.0291155400136858,2.038037553775054,1.779060832970635
1.097284924,1.72775463,3.0530499870672356,2.0707255110674576,1.8248426905863813
1.09823312,1.752337963,3.0829721437854745,2.112193221510625,1.8831880867769355
1.099181316,1.78400463,3.11289889677615,2.154346639310906,1.9427826433344668
1.099845054,1.858587963,3.133850403517334,2.184268111861503,1.9852456161263579
1.100508791,1.929421296,3.1548041613311404,2.2145350012019955,2.028325695545088
1.101267348,1.96025463,3.1787541377385593,2.2495538609610435,2.0783179328698074
1.101836266,1.98525463,3.1967186063826802,2.2761211348474424,2.1163437944970536
1.102594823,2.04775463,3.220673873523019,2.3119531664871182,2.1677551166362994
1.10325856,2.111921296,3.241637220716096,2.343694023938191,2.213406649816206
1.104017117,2.171921296,3.265598219389053,2.380418127616073,2.2663423785161596
1.104680854,2.16525463,3.286566610028831,2.412949124271744,2.3133284599634116
1.105249772,2.239837963,3.3045414225633047,2.441131467899604,2.3540978607653287
1.105818689,2.316087963,3.3225179546322847,2.4695922431586173,2.39532428113365
1.106482427,2.389837963,3.343492846306347,2.5031521600086886,2.44399885191822
1.107146164,2.39275463,3.3644701125879526,2.537099143847713,2.4932935266336136
1.107715082,2.43775463,3.382452568994954,2.5665080454442495,2.5360385457582098
1.108283999,2.523587963,3.4004367782399867,2.596207354877359,2.5792366955737513
1.108758098,2.60275463,3.415425035335215,2.621180779310374,2.615580404757221
1.109327015,2.601921296,3.4334125359150502,2.6514199705075816,2.6596054096579085
1.109801113,2.66400463,3.448403514855397,2.676847258296337,2.6966355568513176
1.110464851,2.75525463,3.4693930261336536,2.7127970117381275,2.748998552877307
1.111223407,2.84650463,3.493384020944927,2.7543899334242172,2.809581207091229
1.111792325,2.850671296,3.5113794342791684,2.7859440174653427,2.8555321080424925
1.112361243,2.92275463,3.5293766865191176,2.8178094290433258,2.901920044845575
1.112835341,3.01025463,3.54437579632911,2.844603917552105,2.9409080594144434
1.113404259,3.083587963,3.5623764394539696,2.8770479599828347,2.9880882730128455
1.114067996,3.077337963,3.5833795203003342,2.915303909984007,3.043670829561817
1.114731733,3.16025463,3.6043851449941218,2.954000279150528,3.099827407053052
1.115300651,3.231921296,3.622392017937625,2.987522937032855,3.1484129586633802
1.115964388,3.290671296,3.643402398380907,3.027050467230542,3.205615505383623
1.116722945,3.295671296,3.667417432337718,3.0727819772277694,3.2716643222071937
1.117481502,3.392337963,3.6914358506454756,3.119115137374653,3.338419197282411
1.11805042,3.488171296,3.7094519038278957,3.1542645144461203,3.3889396946863766
1.118808977,3.545671296,3.7334762869313916,3.20166926659951,3.4568931067356115
1.119567534,3.589837963,3.7575041025104228,3.2496972056443756,3.525508032253338
1.120136451,3.68900463,3.7755272034713263,3.286131892027033,3.577392103780884
1.120800189,3.798587963,3.7965566645441955,3.3290924167949005,3.638369512700539
1.121463926,3.788171296,3.8175887568376385,3.3725462549163376,3.6998135243908408
1.121938024,3.88525463,3.8326133211974707,3.403889849905685,3.743979590787662
1.122601761,3.99275463,3.853650005399999,3.4482023793759664,3.8061883192115626
1.123265498,4.040671296,3.874689383881218,3.493023435241667,3.868820987625339
1.123834416,4.079421296,3.8927253081324094,3.5318505792319104,3.9228303737759997
1.12525671,4.286087963,3.937823831665547,3.6305950282706023,4.059082812230102
1.125920448,4.336087963,3.958874133802807,3.677507758201047,4.1232263434333145
1.126584185,4.364837963,3.9799271557809703,3.7249579944623923,4.187696023298614
1.127153103,4.46275463,3.9979748199537086,3.7660620754492298,4.243198232710505
1.12772202,4.554421296,4.016024489455947,3.8075692510996615,4.298908292033483
1.128290938,4.570671296,4.034076234873048,3.849483512067164,4.354810725615414
1.128954675,4.62525463,4.055139176494135,3.898903029102956,4.420251350128627
1.129523593,4.721921296,4.073195375388281,3.9417125039324583,4.476513429226841
1.13028215,4.819421296,4.097273512727709,3.9994448907440376,4.551741258098595
1.130945887,4.824837963,4.118344898078292,4.050579793107508,4.617732245719953
1.131609625,4.901921296,4.13941915219132,4.102299311741208,4.683846300580228
1.132368181,4.99150463,4.163507447824207,4.162131278149947,4.759513736395149
1.132937099,5.07525463,4.181576152615458,4.2075178035301475,4.816311235923436
1.133600836,5.075671296,4.202658952943496,4.261030020996558,4.882592527699316
1.134359393,5.147337963,4.226757124575378,4.3229352768333555,4.958320167504585
1.135023131,5.23650463,4.247846144974491,4.377764867129403,5.0245185761958595
1.135686868,5.29400463,4.268938038836453,4.433219809800045,5.09061516547472
1.136445425,5.29900463,4.29304664557129,4.497371624390669,5.165975060199646
1.137203982,5.383171296,4.3171590776850515,4.562359780218586,5.241080325001729
1.138152178,5.467337963,4.347305014229703,4.644787137183783,5.334497758841593
1.139005554,5.503171296,4.374441503035718,4.720120365215492,5.41802247664349
1.139953751,5.527337963,4.404598964177991,4.805119788592814,5.510077339845921
1.140712308,5.60900463,4.428729300733843,4.874115187690274,5.583049532885212
1.141470864,5.698171296,4.4528635222848525,4.944007805230656,5.65533224272259
1.142419061,5.685671296,4.483036895420353,5.032652782768483,5.744579911493464
1.143177617,5.74650463,4.507179988634328,5.104605743538531,5.814978869696464
1.144030994,5.832337963,4.534345761259702,5.186670466625911,5.892984207634022
1.144789551,5.901921296,4.558497339564323,5.260623151196928,5.961147318781098
1.145642927,5.89275463,4.585672630779145,5.344967297832096,6.0363695819050704
1.146496304,5.972337963,4.612853042641226,5.4305429470007205,6.1098903575540575
1.1474445,6.066921296,4.6430594747969245,5.527092248344922,6.189380058763099
1.148392696,6.07775463,4.67327224808066,5.625207281964815,6.266320175480427
1.149340892,6.12400463,4.703491393219584,5.724912493555648,6.340456642479509
1.150099449,6.22775463,4.727671324026199,5.80583826871296,6.397568175244395
1.151237285,6.278171296,4.7639489533525134,5.929193140556539,6.479236822259388
1.152185481,6.281087963,4.794187397415647,6.03381917232163,6.54330509915669
1.153228497,6.373171296,4.827457200097015,6.150862655000963,6.609199262431822
1.154271512,6.44150463,4.86073486853913,6.269987879472883,6.669873693263774
1.155219708,6.41650463,4.89099419886763,6.380120096447507,6.720119129551264
1.156167905,6.509421296,4.9212601512442475,6.492029512098569,6.765313372069578
1.15721092,6.58775463,4.954560291880061,6.617215071799397,6.808741396290102
1.158159117,6.55400463,4.984840180772504,6.73294647027867,6.842076934986011
1.159107313,6.644837963,5.015126720257645,6.850541503547352,6.869130739450377
1.159960689,6.723171296,5.0423903310428235,6.957994287470908,6.887748469304874
1.160719246,6.691087963,5.066629251134584,7.054812075857563,6.899461941909749
1.161667442,6.768587963,5.0969339810408,7.1775842865636665,6.907320176458256
1.162520819,6.850671296,5.124214063108877,7.289764910981654,6.907568807870689
1.163563835,6.811921296,5.157563876834875,7.42907647421274,6.898527758618883
1.164322391,6.884421296,5.18182345570979,7.531937012242567,6.885115429753483
1.165270588,6.973171296,5.212154180937111,7.66236756443951,6.859766780298301
1.166123964,6.938587963,5.239457692639263,7.781541102196079,6.828350232620075
1.16716698,7.01400463,5.272836303003645,7.92953111167507,6.778215632599732
1.167735898,7.08525463,5.291046370684887,8.011349142027766,6.745148638573852
1.167735898,6.989421296,5.291046370684887,8.011349142027766,6.745148638573852
1.167735898,6.90275463,5.291046370684887,8.011349142027766,6.745148638573852
1.167735898,6.886087963,5.291046370684887,8.011349142027766,6.745148638573852
1.167735898,6.833171296,5.291046370684887,8.011349142027766,6.745148638573852
