Model Details
Model: NeoHookean, Initial Guess: 1, Bounds: unbounded, RMSE: 1.151, BIC: 68.234
Model: Ogden1, Initial Guess: 1,1, Bounds: unbounded, RMSE: 0.465, BIC: -331.937
Model: Ogden3, Initial Guess: 1,1,1,1,1,1, Bounds: unbounded, RMSE: 0.137, BIC: -858.665

Predictions
x,y_original,NeoHookean_ypred,Ogden1_ypred,Ogden3_ypred
1.000758557,0.021087963,0.023737218824501773,0.006918598136924496,-0.0013165006605987597
1.001611933,0.018587963,0.05044160439429027,0.014783266686603022,-0.0026953195065401673
1.00237049,0.02150463,0.07417891366555128,0.021847621425627437,-0.0038283232836417366
1.003034228,0.02025463,0.09494914760237314,0.02808669223416325,-0.0047468701291478
1.003792785,0.020671296,0.11868663833342817,0.03528414671806847,-0.00571189352626026
1.004456522,0.021087963,0.13945704126217065,0.04164154575485537,-0.006480836730636846
1.005120259,0.02525463,0.1602275659737515,0.04805546972892004,-0.007178106712493394
1.005878816,0.029837963,0.1839654940639108,0.05545596501196551,-0.007885644064472702
1.006637373,0.028587963,0.20770363139061915,0.06293265485382814,-0.008496066923127134
1.00739593,0.034837963,0.2314420045978731,0.07048682336061973,-0.00900742295676938
1.008059667,0.035671296,0.2522132837991448,0.0771612952815203,-0.009372012460795304
1.008723405,0.037337963,0.2729848129757375,0.0838969729259802,-0.009657826733935782
1.009481961,0.039837963,0.2967239402887002,0.09167094884922444,-0.009886182985521866
1.010145699,0.041087963,0.317495997605342,0.09854077092988102,-0.009998350699185587
1.010999075,0.03900463,0.3442032890215044,0.10746759337624522,-0.010019841733121967
1.011757632,0.044421296,0.36794353159915133,0.11549299128139663,-0.009920584134763308
1.012421369,0.047337963,0.38871657054580877,0.12258617821577976,-0.009740405757437426
1.013085107,0.053587963,0.4094899749296202,0.12974660277080602,-0.009471410640216768
1.013748844,0.056087963,0.43026369955125254,0.13697519924334367,-0.00911192683140953
1.014602221,0.05775463,0.4569733453512379,0.14637086148391235,-0.008514009264657216
1.015265958,0.059421296,0.47774793856153064,0.15375894944562038,-0.007941199998359655
1.015929695,0.064837963,0.4985229401450218,0.1612184345684851,-0.007272126173699378
1.016593432,0.06525463,0.5192983673034778,0.16875031809006244,-0.006504943526420698
1.01725717,0.068587963,0.5400742684954658,0.17635562366846702,-0.005637765349820578
1.018015727,0.071921296,0.5638186972848123,0.18513859693019255,-0.004521789915728047
1.018679464,0.069421296,0.5845955734524704,0.1929046591642067,-0.0034337978920245538
1.019248382,0.07400463,0.6024047367617952,0.19962226896947435,-0.0024167903380308
1.019912119,0.08150463,0.6231825482569091,0.20753154937722854,-0.0011299483907769303
1.020481037,0.08525463,0.6409925383389959,0.2143734890929436,6.057078354682055e-05
1.021144774,0.09025463,0.661771343568738,0.22242967321875598,0.0015534938361090878
1.02199815,0.096921296,0.6884877698275794,0.23290628957326265,0.003640873408817441
1.022472249,0.098587963,0.7033306796888409,0.2387851205158351,0.0048837427856101845
1.023135986,0.106921296,0.7241112128468956,0.24708658792683022,0.006725553927611594
1.023799723,0.106087963,0.7448923554829442,0.2554720531691121,0.008688223377460502
1.02446346,0.110671296,0.765674124275733,0.2639426550534495,0.010774107456274329
1.025127198,0.117337963,0.7864565671725084,0.27249955780822366,0.012985611569136385
1.025696115,0.119837963,0.8042705735867767,0.2799035893137587,0.0149830171515552
1.026454672,0.115671296,0.8280233850485554,0.2898768696307116,0.01779530156055481
1.02692877,0.128171296,0.8428693460085326,0.29616962799908997,0.019641016633279607
1.027497688,0.141921296,0.8606849864764676,0.30378204900883804,0.021946839500662896
1.028066606,0.14525463,0.8785011546725998,0.31146185126515896,0.024353453507458322
1.028730343,0.157337963,0.8992873441236146,0.3205078011670966,0.027290791472231513
1.0294889,0.164421296,0.9230439203763628,0.33096120526868084,0.0308219998197225
1.030247457,0.160671296,0.9468014988948333,0.3415392449925776,0.034543018371576195
1.031100833,0.164421296,0.9735299834057771,0.35359086124545663,0.03896127209714445
1.031764571,0.185671296,0.9943197597912943,0.3630768077245793,0.04257135663467454
1.032428308,0.19525463,1.0151103278271862,0.3726625551905052,0.046336589733375455
1.033186865,0.20650463,1.038872018844165,0.3837416079519835,0.05083352159421706
1.033850602,0.211087963,1.0596644046473416,0.3935456819310094,0.054941316640728766
1.03451434,0.210671296,1.080457695299289,0.4034537584828674,0.05921379757446399
1.035178077,0.232337963,1.1012518441431172,0.4134671655984347,0.06365408669386952
1.035746995,0.249421296,1.1190761382795351,0.4221349812297473,0.06759603310903806
1.036410732,0.266921296,1.139871981392058,0.4323476832825513,0.07235646916652877
1.037074469,0.274837963,1.1606687595070426,0.44266969292433334,0.07729395812929202
1.037738206,0.277337963,1.181466488465261,0.453102426349411,0.08241183240878752
1.038496763,0.268171296,1.205236519554929,0.46516297459888917,0.08848605850198521
1.03935014,0.270671296,1.2319793547137885,0.4789088915780916,0.09561286998588758
1.040203516,0.27775463,1.2587238196067043,0.49284605029566797,0.10305740267095342
1.040867254,0.282337963,1.2795262746036542,0.503820332419626,0.10907212160836188
1.041625811,0.286087963,1.3033017616001212,0.5165083067952272,0.11619171040983145
1.042289548,0.27900463,1.324106434155098,0.5277396954596902,0.12264041091620892
1.042953285,0.279421296,1.3449121806175144,0.5390934893838627,0.12929748926279272
1.043522203,0.284421296,1.3627465619815533,0.5489239291810859,0.1351722891457806
